time,temperature
2019-03-07 08:15:00,70.86
2019-03-07 08:30:00,71.31
2019-03-07 08:45:00,71.05
2019-03-07 09:00:00,70.78
2019-03-07 09:15:00,70.68
2019-03-07 09:30:00,70.52
2019-03-07 09:45:00,70.45
2019-03-07 10:00:00,70.30
2019-03-07 10:15:00,70.53
2019-03-07 10:30:00,70.54
2019-03-07 10:45:00,70.54
2019-03-07 11:00:00,71.07
2019-03-07 11:15:00,71.07
2019-03-07 11:30:00,72.18
2019-03-07 11:45:00,71.60
2019-03-07 12:00:00,71.49
2019-03-07 12:15:00,71.79
2019-03-07 12:30:00,71.71
2019-03-07 12:45:00,71.94
2019-03-07 13:00:00,71.86
2019-03-07 13:15:00,71.95
2019-03-07 13:30:00,71.94
2019-03-07 13:45:00,71.89
2019-03-07 14:00:00,72.12
2019-03-07 14:15:00,71.85
2019-03-07 14:30:00,72.22
2019-03-07 14:45:00,72.22
2019-03-07 15:00:00,72.43
2019-03-07 15:15:00,72.55
2019-03-07 15:30:00,72.66
2019-03-07 15:45:00,72.78
2019-03-07 16:00:00,73.08
2019-03-07 16:15:00,72.85
2019-03-07 16:30:00,72.78
2019-03-07 16:45:00,75.60
2019-03-07 17:00:00,72.64
2019-03-07 17:15:00,71.97
2019-03-07 17:30:00,71.84
2019-03-07 17:45:00,71.71
2019-03-07 18:00:00,71.46
2019-03-07 18:15:00,71.60
2019-03-07 18:30:00,71.42
2019-03-07 18:45:00,71.40
2019-03-07 19:00:00,71.02
2019-03-07 19:15:00,70.03
2019-03-07 19:30:00,69.08
2019-03-07 19:45:00,68.18
2019-03-07 20:00:00,67.48
2019-03-07 20:15:00,67.51
2019-03-07 20:30:00,67.38
2019-03-07 20:45:00,67.17
2019-03-07 21:00:00,66.93
2019-03-07 21:15:00,66.25
2019-03-07 21:30:00,65.71
2019-03-07 21:45:00,65.25
2019-03-07 22:00:00,64.80
2019-03-07 22:15:00,65.05
2019-03-07 22:30:00,64.84
2019-03-07 22:45:00,64.66
2019-03-07 23:00:00,64.72
2019-03-07 23:15:00,64.63
2019-03-07 23:30:00,64.44
2019-03-07 23:45:00,64.50
2019-03-08 00:00:00,64.58
2019-03-08 00:15:00,64.50
2019-03-08 00:30:00,64.40
2019-03-08 00:45:00,64.38
2019-03-08 01:00:00,64.24
2019-03-08 01:15:00,64.39
2019-03-08 01:30:00,64.27
2019-03-08 01:45:00,64.09
2019-03-08 02:00:00,64.05
2019-03-08 02:15:00,64.09
2019-03-08 02:30:00,64.08
2019-03-08 02:45:00,64.03
2019-03-08 03:00:00,64.09
2019-03-08 03:15:00,63.92
2019-03-08 03:30:00,63.88
2019-03-08 03:45:00,64.42
2019-03-08 04:00:00,65.08
2019-03-08 04:15:00,65.34
2019-03-08 04:30:00,65.30
2019-03-08 04:45:00,65.54
2019-03-08 05:00:00,65.54
2019-03-08 05:15:00,66.33
2019-03-08 05:30:00,68.41
2019-03-08 05:45:00,68.71
2019-03-08 06:00:00,69.16
2019-03-08 06:15:00,70.42
2019-03-08 06:30:00,69.91
2019-03-08 06:45:00,70.42
2019-03-08 07:00:00,70.30
2019-03-08 07:15:00,70.64
2019-03-08 07:30:00,70.81
2019-03-08 07:45:00,70.95
2019-03-08 08:00:00,71.24
2019-03-08 08:15:00,71.20
2019-03-08 08:30:00,71.12
2019-03-08 08:45:00,71.79
2019-03-08 09:00:00,71.64
2019-03-08 09:15:00,72.04
2019-03-08 09:30:00,71.66
2019-03-08 09:45:00,71.75
2019-03-08 10:00:00,71.80
2019-03-08 10:15:00,72.00
2019-03-08 10:30:00,72.03
2019-03-08 10:45:00,72.42
2019-03-08 11:00:00,71.96
2019-03-08 11:15:00,72.48
2019-03-08 11:30:00,72.04
2019-03-08 11:45:00,72.14
2019-03-08 12:00:00,72.28
2019-03-08 12:15:00,72.36
2019-03-08 12:30:00,72.37
2019-03-08 12:45:00,72.48
2019-03-08 13:00:00,72.51
2019-03-08 13:15:00,72.60
2019-03-08 13:30:00,72.48
2019-03-08 13:45:00,72.30
2019-03-08 14:00:00,72.25
2019-03-08 14:15:00,72.32
2019-03-08 14:30:00,72.34
2019-03-08 14:45:00,72.16
2019-03-08 15:00:00,72.27
2019-03-12 16:30:00,74.39
2019-03-12 16:45:00,74.92
2019-03-12 17:00:00,74.95
2019-03-12 17:15:00,76.51
2019-03-12 17:30:00,80.08
2019-03-12 17:45:00,83.48
2019-03-12 18:00:00,84.38
2019-03-12 18:15:00,83.22
2019-03-12 18:30:00,80.94
2019-03-12 18:45:00,75.38
2019-03-12 19:00:00,74.28
2019-03-12 19:15:00,73.12
2019-03-12 19:30:00,72.30
2019-03-12 19:45:00,71.57
2019-03-12 20:00:00,71.08
2019-03-12 20:15:00,70.57
2019-03-12 20:30:00,70.16
2019-03-12 20:45:00,69.80
2019-03-12 21:00:00,69.46
2019-03-12 21:15:00,69.18
2019-03-12 21:30:00,68.88
2019-03-12 21:45:00,68.62
2019-03-12 22:00:00,68.18
2019-03-12 22:15:00,67.87
2019-03-12 22:30:00,67.53
2019-03-12 22:45:00,67.23
2019-03-12 23:00:00,66.97
2019-03-12 23:15:00,66.64
2019-03-12 23:30:00,66.25
2019-03-12 23:45:00,65.89
2019-03-13 00:00:00,65.61
2019-03-13 00:15:00,65.25
2019-03-13 00:30:00,64.92
2019-03-13 00:45:00,64.61
2019-03-13 01:00:00,64.31
2019-03-13 01:15:00,64.01
2019-03-13 01:30:00,63.73
2019-03-13 01:45:00,64.07
2019-03-13 02:00:00,63.86
2019-03-13 02:15:00,64.17
2019-03-13 02:30:00,63.82
2019-03-13 02:45:00,64.01
2019-03-13 03:00:00,63.95
2019-03-13 03:15:00,63.73
2019-03-13 03:30:00,63.82
2019-03-13 03:45:00,63.91
2019-03-13 04:00:00,63.68
2019-03-13 04:15:00,63.55
2019-03-13 04:30:00,63.68
2019-03-13 04:45:00,63.91
2019-03-13 05:00:00,64.47
2019-03-13 05:15:00,66.41
2019-03-13 05:30:00,67.44
2019-03-13 05:45:00,68.00
2019-03-13 06:00:00,68.86
2019-03-13 06:15:00,69.39
2019-03-13 06:30:00,69.51
2019-03-13 06:45:00,69.98
2019-03-13 07:00:00,69.33
2019-03-13 07:15:00,69.98
2019-03-13 07:30:00,69.40
2019-03-13 07:45:00,70.01
2019-03-13 08:00:00,69.67
2019-03-13 08:15:00,70.78
2019-03-13 08:30:00,69.98
2019-03-13 08:45:00,70.65
2019-03-13 09:00:00,70.50
2019-03-13 09:15:00,70.65
2019-03-13 09:30:00,70.45
2019-03-13 09:45:00,70.67
2019-03-13 10:00:00,70.79
2019-03-13 10:15:00,70.88
2019-03-13 10:30:00,70.84
2019-03-13 10:45:00,70.98
2019-03-13 11:00:00,70.88
2019-03-13 11:15:00,71.19
2019-03-13 11:30:00,71.38
2019-03-13 11:45:00,71.37
2019-03-13 12:00:00,71.76
2019-03-13 12:15:00,71.47
2019-03-13 12:30:00,71.83
2019-03-13 12:45:00,72.14
2019-03-13 13:00:00,72.21
2019-03-13 13:15:00,72.22
2019-03-13 13:30:00,72.42
2019-03-13 13:45:00,72.32
2019-03-13 14:00:00,72.30
2019-03-13 14:15:00,72.50
2019-03-13 14:30:00,72.93
2019-03-13 14:45:00,72.99
2019-03-13 15:00:00,72.73
2019-03-13 15:15:00,73.17
2019-03-13 15:30:00,72.73
2019-03-13 15:45:00,72.99
2019-03-13 16:00:00,72.88
2019-03-13 16:15:00,72.50
2019-03-13 16:30:00,71.78
2019-03-13 16:45:00,71.60
2019-03-13 17:00:00,71.15
2019-03-13 17:15:00,71.14
2019-03-13 17:30:00,70.86
2019-03-13 17:45:00,70.78
2019-03-13 18:00:00,70.70
2019-03-13 18:15:00,70.75
2019-03-13 18:30:00,70.48
2019-03-13 18:45:00,70.57
2019-03-13 19:00:00,70.18
2019-03-13 19:15:00,69.88
2019-03-13 19:30:00,69.51
2019-03-13 19:45:00,69.36
2019-03-13 20:00:00,69.17
2019-03-13 20:15:00,69.05
2019-03-13 20:30:00,68.83
2019-03-13 20:45:00,68.69
2019-03-13 21:00:00,68.54
2019-03-13 21:15:00,68.39
2019-03-13 21:30:00,68.23
2019-03-13 21:45:00,68.15
2019-03-13 22:00:00,67.96
2019-03-13 22:15:00,67.79
2019-03-13 22:30:00,67.64
2019-03-13 22:45:00,67.49
2019-03-13 23:00:00,67.37
2019-03-13 23:15:00,67.18
2019-03-13 23:30:00,67.01
2019-03-13 23:45:00,66.89
2019-03-14 00:00:00,66.76
2019-03-14 00:15:00,66.59
2019-03-14 00:30:00,66.43
2019-03-14 00:45:00,66.33
2019-03-14 01:00:00,66.16
2019-03-14 01:15:00,65.94
2019-03-14 01:30:00,65.84
2019-03-14 01:45:00,65.63
2019-03-14 02:00:00,65.55
2019-03-14 02:15:00,65.38
2019-03-14 02:30:00,65.19
2019-03-14 02:45:00,65.04
2019-03-14 03:00:00,64.92
2019-03-14 03:15:00,64.79
2019-03-14 03:30:00,64.63
2019-03-14 03:45:00,64.48
2019-03-14 04:00:00,64.40
2019-03-14 04:15:00,64.19
2019-03-14 04:30:00,64.06
2019-03-14 04:45:00,64.12
2019-03-14 05:00:00,64.20
2019-03-14 05:15:00,65.63
2019-03-14 05:30:00,67.01
2019-03-14 05:45:00,67.61
2019-03-14 06:00:00,68.45
2019-03-14 06:15:00,69.03
2019-03-14 06:30:00,69.22
2019-03-14 06:45:00,69.44
2019-03-14 07:00:00,69.10
2019-03-14 07:15:00,69.57
2019-03-14 07:30:00,69.22
2019-03-14 07:45:00,69.90
2019-03-14 08:00:00,69.51
2019-03-14 08:15:00,70.24
2019-03-14 08:30:00,69.89
2019-03-14 08:45:00,70.11
2019-03-14 09:00:00,70.21
2019-03-14 09:15:00,70.34
2019-03-14 09:30:00,70.45
2019-03-14 09:45:00,70.60
2019-03-14 10:00:00,71.11
2019-03-14 10:15:00,71.06
2019-03-14 10:30:00,71.13
2019-03-14 10:45:00,71.27
2019-03-14 11:00:00,71.11
2019-03-14 11:15:00,71.73
2019-03-14 11:30:00,72.03
2019-03-14 11:45:00,71.96
2019-03-14 12:00:00,71.96
2019-03-14 12:15:00,71.91
2019-03-14 12:30:00,71.96
2019-03-14 12:45:00,72.14
2019-03-14 13:00:00,72.21
2019-03-14 13:15:00,72.35
2019-03-14 13:30:00,72.50
2019-03-14 13:45:00,72.35
2019-03-14 14:00:00,72.73
2019-03-14 14:15:00,73.09
2019-03-14 14:30:00,73.72
2019-03-14 14:45:00,73.76
2019-03-14 15:00:00,73.83
2019-03-14 15:15:00,74.17
2019-03-14 15:30:00,73.51
2019-03-14 15:45:00,74.12
2019-03-14 16:00:00,74.37
2019-03-14 16:15:00,74.02
2019-03-14 16:30:00,74.12
2019-03-14 16:45:00,74.40
2019-03-14 17:00:00,73.83
2019-03-14 17:15:00,74.22
2019-03-14 17:30:00,73.94
2019-03-14 17:45:00,74.45
2019-03-14 18:00:00,74.50
2019-03-14 18:15:00,73.45
2019-03-14 18:30:00,73.74
2019-03-14 18:45:00,73.40
2019-03-14 19:00:00,72.91
2019-03-14 19:15:00,72.71
2019-03-14 19:30:00,72.55
2019-03-14 19:45:00,72.35
2019-03-14 20:00:00,72.21
2019-03-14 20:15:00,72.11
2019-03-14 20:30:00,72.01
2019-03-14 20:45:00,71.93
2019-03-14 21:00:00,71.85
2019-03-14 21:15:00,71.81
2019-03-14 21:30:00,71.69
2019-03-14 21:45:00,71.60
2019-03-14 22:00:00,71.44
2019-03-14 22:15:00,71.39
2019-03-14 22:30:00,71.26
2019-03-14 22:45:00,71.24
2019-03-14 23:00:00,71.15
2019-03-14 23:15:00,71.03
2019-03-14 23:30:00,70.93
2019-03-14 23:45:00,70.88
2019-03-15 00:00:00,70.72
2019-03-15 00:15:00,70.62
2019-03-15 00:30:00,70.52
2019-03-15 00:45:00,70.49
2019-03-15 01:00:00,70.34
2019-03-15 01:15:00,70.26
2019-03-15 01:30:00,70.16
2019-03-15 01:45:00,70.16
2019-03-17 13:30:00,70.28
2019-03-17 13:45:00,70.88
2019-03-17 14:00:00,71.44
2019-03-17 14:15:00,71.32
2019-03-17 14:30:00,70.41
2019-03-17 14:45:00,70.67
2019-03-17 15:00:00,70.03
2019-03-17 15:15:00,69.67
2019-03-17 15:30:00,69.62
2019-03-17 15:45:00,69.67
2019-03-17 16:00:00,70.14
2019-03-17 16:15:00,71.42
2019-03-17 16:30:00,71.71
2019-03-17 16:45:00,72.01
2019-03-17 17:00:00,72.34
2019-03-17 17:15:00,73.50
2019-03-17 17:30:00,75.13
2019-03-17 17:45:00,78.70
2019-03-17 18:00:00,80.22
2019-03-17 18:15:00,83.76
2019-03-17 18:30:00,80.24
2019-03-17 18:45:00,74.38
2019-03-17 19:00:00,73.45
2019-03-17 19:15:00,72.09
2019-03-17 19:30:00,71.11
2019-03-17 19:45:00,70.16
2019-03-17 20:00:00,69.53
2019-03-17 20:15:00,69.03
2019-03-17 20:30:00,68.65
2019-03-17 20:45:00,68.13
2019-03-17 21:00:00,67.71
2019-03-17 21:15:00,67.31
2019-03-17 21:30:00,67.03
2019-03-17 21:45:00,66.71
2019-03-17 22:00:00,66.40
2019-03-17 22:15:00,66.07
2019-03-17 22:30:00,65.84
2019-03-17 22:45:00,65.58
2019-03-17 23:00:00,65.62
2019-03-17 23:15:00,65.30
2019-03-17 23:30:00,64.92
2019-03-17 23:45:00,64.50
2019-03-18 00:00:00,64.15
2019-03-18 00:15:00,63.86
2019-03-18 00:30:00,64.02
2019-03-18 00:45:00,63.83
2019-03-18 01:00:00,64.13
2019-03-18 01:15:00,63.91
2019-03-18 01:30:00,63.95
2019-03-18 01:45:00,63.99
2019-03-18 02:00:00,63.73
2019-03-18 02:15:00,63.65
2019-03-18 02:30:00,63.75
2019-03-18 02:45:00,63.65
2019-03-18 03:00:00,63.59
2019-03-18 03:15:00,63.58
2019-03-18 03:30:00,63.75
2019-03-18 03:45:00,63.71
2019-03-18 04:00:00,63.61
2019-03-18 04:15:00,63.55
2019-03-18 04:30:00,63.52
2019-03-18 04:45:00,64.12
2019-03-18 05:00:00,64.40
2019-03-18 05:15:00,64.97
2019-03-18 05:30:00,66.47
2019-03-18 05:45:00,68.41
2019-03-18 06:00:00,68.81
2019-03-18 06:15:00,69.42
2019-03-18 06:30:00,69.83
2019-03-18 06:45:00,69.58
2019-03-18 07:00:00,69.72
2019-03-18 07:15:00,69.85
2019-03-18 07:30:00,69.65
2019-03-18 07:45:00,70.52
2019-03-18 08:00:00,69.83
2019-03-18 08:15:00,70.95
2019-03-18 08:30:00,70.37
2019-03-18 08:45:00,70.95
2019-03-18 09:00:00,70.75
2019-03-18 09:15:00,71.33
2019-03-18 09:30:00,70.85
2019-03-18 09:45:00,71.04
2019-03-18 10:00:00,71.45
2019-03-18 10:15:00,71.20
2019-03-18 10:30:00,71.27
2019-03-18 10:45:00,71.20
2019-03-18 11:00:00,71.60
2019-03-18 11:15:00,71.49
2019-03-18 11:30:00,71.65
2019-03-18 11:45:00,71.65
2019-03-18 12:00:00,71.42
2019-03-18 12:15:00,71.53
2019-03-18 12:30:00,71.21
2019-03-18 12:45:00,71.62
2019-03-18 13:00:00,71.50
2019-03-18 13:15:00,72.68
2019-03-18 13:30:00,73.43
2019-03-18 13:45:00,73.54
2019-03-18 14:00:00,73.61
2019-03-18 14:15:00,72.03
2019-03-18 14:30:00,71.50
2019-03-18 14:45:00,71.60
2019-03-18 15:00:00,71.55
2019-03-18 15:15:00,71.69
2019-03-18 15:30:00,71.96
2019-03-18 15:45:00,72.12
2019-03-18 16:00:00,72.14
2019-03-18 16:15:00,72.32
2019-03-18 16:30:00,72.53
2019-03-18 16:45:00,72.39
2019-03-18 17:00:00,72.47
2019-03-18 17:15:00,72.03
2019-03-18 17:30:00,72.50
2019-03-18 17:45:00,72.64
2019-03-18 18:00:00,72.14
2019-03-18 18:15:00,73.22
2019-03-18 18:30:00,75.65
2019-03-18 18:45:00,72.46
2019-03-18 19:00:00,71.16
2019-03-18 19:15:00,70.27
2019-03-18 19:30:00,69.67
2019-03-18 19:45:00,69.28
2019-03-18 20:00:00,68.95
2019-03-18 20:15:00,68.56
2019-03-18 20:30:00,68.28
2019-03-18 20:45:00,68.09
2019-03-18 21:00:00,67.74
2019-03-18 21:15:00,67.53
2019-03-18 21:30:00,67.33
2019-03-18 21:45:00,67.12
2019-03-18 22:00:00,66.84
2019-03-18 22:15:00,66.52
2019-03-18 22:30:00,66.28
2019-03-18 22:45:00,65.93
2019-03-18 23:00:00,65.66
2019-03-18 23:15:00,65.37
2019-03-18 23:30:00,65.09
2019-03-18 23:45:00,64.83
2019-03-19 00:00:00,64.58
2019-03-19 00:15:00,64.33
2019-03-19 00:30:00,64.09
2019-03-19 00:45:00,63.86
2019-03-19 01:00:00,63.89
2019-03-19 01:15:00,63.95
2019-03-19 01:30:00,63.91
2019-03-19 01:45:00,63.84
2019-03-19 02:00:00,63.96
2019-03-19 02:15:00,63.70
2019-03-19 02:30:00,63.81
2019-03-19 02:45:00,63.95
2019-03-19 03:00:00,63.86
2019-03-19 03:15:00,63.79
2019-03-19 03:30:00,63.91
2019-03-19 03:45:00,63.84
2019-03-19 04:00:00,63.76
2019-03-19 04:15:00,63.77
2019-03-19 04:30:00,63.76
2019-03-19 04:45:00,64.27
2019-03-19 05:00:00,64.61
2019-03-19 05:15:00,65.19
2019-03-19 05:30:00,67.87
2019-03-19 05:45:00,68.50
2019-03-19 06:00:00,69.21
2019-03-19 06:15:00,69.71
2019-03-19 06:30:00,69.98
2019-03-19 06:45:00,70.16
2019-03-19 07:00:00,69.80
2019-03-19 07:15:00,70.23
2019-03-19 07:30:00,70.01
2019-03-19 07:45:00,70.34
2019-03-19 08:00:00,70.37
2019-03-19 08:15:00,70.41
2019-03-19 08:30:00,70.55
2019-03-19 08:45:00,70.52
2019-03-19 09:00:00,70.85
2019-03-19 09:15:00,70.63
2019-03-19 09:30:00,71.09
2019-03-19 09:45:00,70.77
2019-03-19 10:00:00,71.14
2019-03-19 10:15:00,70.97
2019-03-19 10:30:00,71.03
2019-03-19 10:45:00,71.11
2019-03-19 11:00:00,71.09
2019-03-19 11:15:00,71.06
2019-03-19 11:30:00,71.16
2019-03-19 11:45:00,71.31
2019-03-19 12:00:00,71.47
2019-03-19 12:15:00,70.62
2019-03-19 12:30:00,70.88
2019-03-24 10:45:00,68.95
2019-03-24 11:00:00,69.67
2019-03-24 11:15:00,70.52
2019-03-24 11:30:00,71.13
2019-03-24 11:45:00,71.21
2019-03-24 12:00:00,71.20
2019-03-24 12:15:00,71.16
2019-03-24 12:30:00,71.96
2019-03-24 12:45:00,72.40
2019-03-24 13:00:00,72.32
2019-03-24 13:15:00,72.37
2019-03-24 13:30:00,72.28
2019-03-24 13:45:00,71.96
2019-03-24 14:00:00,71.96
2019-03-24 14:15:00,72.47
2019-03-24 14:30:00,73.60
2019-03-24 14:45:00,74.02
2019-03-24 15:00:00,74.21
2019-03-24 15:15:00,74.40
2019-03-24 15:30:00,74.57
2019-03-24 15:45:00,74.51
2019-03-24 16:00:00,75.09
2019-03-24 16:15:00,75.35
2019-03-24 16:30:00,75.10
2019-03-24 16:45:00,75.12
2019-03-24 17:00:00,74.53
2019-03-24 17:15:00,74.27
2019-03-24 17:30:00,73.99
2019-03-24 17:45:00,73.63
2019-03-24 18:00:00,73.33
2019-03-24 18:15:00,72.96
2019-03-24 18:30:00,72.55
2019-03-24 18:45:00,72.06
2019-03-24 19:00:00,71.74
2019-03-24 19:15:00,71.34
2019-03-24 19:30:00,71.26
2019-03-24 19:45:00,71.55
2019-03-24 20:00:00,71.89
2019-03-24 20:15:00,72.19
2019-03-24 20:30:00,72.48
2019-03-24 20:45:00,72.81
2019-03-24 21:00:00,72.96
2019-03-24 21:15:00,72.35
2019-03-24 21:30:00,70.97
2019-03-24 21:45:00,70.39
2019-03-24 22:00:00,69.98
2019-03-24 22:15:00,69.70
2019-03-24 22:30:00,69.49
2019-03-24 22:45:00,69.26
2019-03-24 23:00:00,69.04
2019-03-24 23:15:00,68.82
2019-03-24 23:30:00,68.72
2019-03-24 23:45:00,68.54
2019-03-25 00:00:00,68.41
2019-03-25 00:15:00,68.31
2019-03-25 00:30:00,68.14
2019-03-25 00:45:00,68.00
2019-03-25 01:00:00,67.82
2019-03-25 01:15:00,67.72
2019-03-25 01:30:00,67.64
2019-03-25 01:45:00,67.51
2019-03-25 02:00:00,67.33
2019-03-25 02:15:00,67.20
2019-03-25 02:30:00,67.10
2019-03-25 02:45:00,66.97
2019-03-25 03:00:00,66.90
2019-03-25 03:15:00,66.74
2019-03-25 03:30:00,66.65
2019-03-25 03:45:00,66.56
2019-03-25 04:00:00,66.54
2019-03-25 04:15:00,66.38
2019-03-25 04:30:00,66.34
2019-03-25 04:45:00,66.28
2019-03-25 05:00:00,66.20
2019-03-25 05:15:00,66.17
2019-03-25 05:30:00,66.47
2019-03-25 05:45:00,69.05
2019-03-25 06:00:00,70.27
2019-03-25 06:15:00,70.98
2019-03-25 06:30:00,70.86
2019-03-25 06:45:00,70.62
2019-03-25 07:00:00,70.45
2019-03-25 07:15:00,70.39
2019-03-25 07:30:00,70.50
2019-03-25 07:45:00,70.62
2019-03-25 08:00:00,70.68
2019-03-25 08:15:00,70.75
2019-03-25 08:30:00,70.81
2019-03-25 08:45:00,71.24
2019-03-25 09:00:00,71.04
2019-03-25 09:15:00,71.24
2019-03-25 09:30:00,71.04
2019-03-25 09:45:00,71.42
2019-03-25 10:00:00,71.22
2019-03-25 10:15:00,70.98
2019-03-25 10:30:00,71.49
2019-03-25 10:45:00,71.50
2019-03-25 11:00:00,71.26
2019-03-25 11:15:00,71.39
2019-03-25 11:30:00,71.35
2019-03-25 11:45:00,71.24
2019-03-25 12:00:00,71.06
2019-03-25 12:15:00,71.03
2019-03-25 12:30:00,71.22
2019-03-25 12:45:00,71.24
2019-03-25 13:00:00,71.08
